Date(UTC),Latitude,Longitude,Depth,Magnitude
2019-05-11 03:05:55,-30.74,-71.35,37,3.6
2019-05-10 14:39:47,-34.82,-71.73,44,4.0
2019-05-10 03:47:43,-29.92,-71.38,50,3.0
2019-05-09 22:21:40,-21.19,-70.02,51,4.5
2019-05-06 15:47:49,-22.79,-69.15,114,4.9
2019-05-06 06:32:36,-30.71,-71.39,54,3.6
2019-05-04 19:51:05,-29.81,-71.52,49,4.2
2019-05-02 12:34:11,-35.33,-72.18,55,3.8
2019-04-29 22:24:18,-32.65,-71.68,29,4.2
2019-04-29 14:07:12,-30.84,-71.51,50,4.4
2019-04-28 12:03:02,-32.2,-71.86,35,4.8
2019-04-28 10:25:25,-24.09,-70.72,43,4.7
2019-04-27 22:50:02,-30.27,-71.34,66,4.0
2019-04-27 00:51:08,-32.5,-71.7,30,4.0
2019-04-26 06:22:35,-26.0,-70.75,50,5.6
2019-04-25 20:28:31,-29.69,-71.34,51,4.0
2019-04-25 09:33:32,-29.66,-71.3,68,3.8
2019-04-25 09:33:32,-29.66,-71.3,68,3.8
2019-04-24 18:57:33,-21.49,-68.52,137,5.3
2019-04-24 13:00:47,-30.66,-71.38,51,3.4
2019-04-24 06:24:33,-21.49,-69.78,49,5.0
2019-04-23 17:35:10,-22.16,-70.44,34,3.9
2019-04-23 10:16:16,-18.38,-70.13,73,3.9
2019-04-22 11:17:48,-30.2,-71.27,58,3.9
2019-04-21 10:00:11,-35.78,-71.85,85,5.2
2019-04-20 23:23:45,-30.86,-71.29,44,4.3
2019-04-20 21:49:48,-29.59,-71.11,34,3.4
2019-04-20 17:29:03,-31.49,-71.69,32,3.8
2019-04-20 00:00:05,-32.0,-71.67,40,4.0
2019-04-19 21:37:41,-20.34,-69.13,91,5.0
2019-04-19 12:43:27,-22.91,-69.02,90,4.2
2019-04-18 04:06:33,-29.38,-71.63,65,5.7
2019-04-16 06:50:56,-20.13,-70.12,45,3.3
2019-04-16 00:54:12,-27.89,-71.37,27,4.7
2019-04-12 12:02:53,-32.24,-71.63,61,4.0
2019-04-11 17:07:32,-24.58,-70.11,61,4.9
2019-04-11 04:28:53,-19.64,-69.42,100,3.7
2019-04-11 00:32:23,-29.53,-71.34,58,3.7
2019-04-10 12:42:52,-32.13,-71.57,37,3.7
2019-04-09 12:29:51,-33.42,-71.95,37,3.8
2019-04-09 02:21:05,-32.35,-71.26,51,3.7
2019-04-08 06:39:42,-32.14,-71.54,32,4.6
2019-04-07 15:30:08,-28.43,-70.12,88,3.7
2019-04-07 14:57:36,-32.0,-71.59,48,4.1
2019-04-07 10:52:40,-33.77,-72.62,10,4.8
2019-04-06 22:02:01,-27.32,-70.69,51,3.6
2019-04-06 21:33:02,-30.07,-71.27,63,4.9
2019-04-04 12:00:08,-30.25,-71.2,64,4.7
2019-04-03 18:12:39,-32.89,-70.39,97,4.1
2019-04-03 15:14:18,-29.75,-70.9,82,3.8
2019-04-03 14:34:00,-20.84,-69.98,72,3.8
2019-04-03 01:49:09,-51.2,-72.2,10,4.0
2019-04-02 13:17:38,-51.22,-72.2,3,4.6
2019-04-01 18:44:49,-30.24,-71.29,67,4.5
2019-04-01 10:19:50,-18.16,-67.57,323,4.8
2019-04-01 09:43:16,-25.36,-70.87,55,3.5
2019-03-30 18:33:16,-24.0,-70.17,43,4.4
2019-03-29 10:53:16,-32.48,-71.81,46,3.9
2019-03-29 01:07:19,-31.54,-71.35,49,3.5
2019-03-28 15:05:32,-24.6,-70.12,61,5.5
2019-03-27 08:20:25,-19.9,-69.48,120,3.8
2019-03-27 03:57:10,-18.44,-69.59,117,4.6
2019-03-27 00:34:53,-19.27,-70.28,35,4.2
2019-03-26 19:17:42,-42.63,-74.2,35,4.0
2019-03-25 10:52:40,-21.34,-70.14,66,4.9
2019-03-24 12:41:15,-30.18,-71.3,65,3.6
2019-03-24 04:48:18,-22.79,-68.86,105,4.4
2019-03-23 13:38:50,-32.77,-71.77,20,3.2
2019-03-23 02:32:43,-29.51,-71.49,47,3.7
2019-03-22 18:14:56,-22.9,-68.75,106,4.3
2019-03-21 20:34:35,-36.19,-72.7,67,4.4
2019-03-21 16:57:53,-22.71,-68.61,110,4.4
2019-03-20 03:48:54,-30.07,-71.29,64,4.1
2019-03-18 23:56:43,-30.22,-71.17,67,4.2
2019-03-17 21:24:10,-32.58,-71.58,37,3.2
2019-03-17 14:18:55,-29.96,-71.94,34,4.0
2019-03-17 00:53:38,-20.37,-68.51,129,4.9
2019-03-16 18:06:15,-29.77,-71.42,45,5.2
2019-03-15 14:27:57,-29.59,-71.15,55,3.7
2019-03-15 05:03:51,-17.85,-65.91,353,6.3
2019-03-14 19:27:04,-20.27,-69.15,114,4.1
2019-03-14 17:59:48,-27.99,-70.05,90,3.7
2019-03-14 08:15:07,-30.66,-71.27,44,3.1
2019-03-13 21:46:10,-30.71,-71.41,42,4.1
2019-03-13 21:46:10,-30.71,-71.41,42,4.1
2019-03-13 02:11:01,-28.64,-70.4,88,4.0
2019-03-12 08:19:24,-31.24,-71.85,32,3.8
2019-03-11 22:14:16,-34.34,-70.58,108,4.4
2019-03-11 03:33:02,-21.28,-68.73,130,4.5
2019-03-10 13:08:02,-25.78,-70.44,45,4.8
2019-03-09 20:45:43,-31.43,-70.37,139,4.9
2019-03-09 15:22:21,-30.7,-71.36,54,4.3
2019-03-09 06:16:17,-19.94,-69.12,98,4.2
2019-03-09 02:16:58,-30.24,-71.32,55,4.9
2019-03-07 15:34:30,-29.62,-72.48,20,5.7
2019-03-07 09:21:37,-30.23,-71.26,55,4.0
2019-03-07 06:34:09,-30.18,-71.23,58,4.4
2019-03-07 05:50:37,-18.87,-69.64,119,4.8
2019-03-06 05:14:58,-29.29,-71.16,35,3.9
2019-03-05 16:31:27,-29.93,-71.59,44,4.4
2019-03-02 21:37:17,-36.07,-72.19,60,3.7
2019-03-02 20:21:53,-33.67,-72.5,16,5.3
2019-03-02 01:55:30,-33.14,-71.67,54,3.8
2019-03-01 22:43:26,-30.63,-71.7,34,5.3
2019-03-01 08:50:41,-14.7,-70.39,260,7.0
2019-02-28 18:17:06,-42.75,-74.32,39,4.5
2019-02-28 14:26:51,-20.63,-69.38,98,3.9
2019-02-27 11:26:10,-30.18,-71.28,66,3.6
2019-02-26 08:47:26,-30.23,-71.26,57,4.7
2019-02-25 22:54:31,-29.68,-71.28,52,4.6
2019-02-25 15:28:44,-29.78,-71.65,36,5.3
2019-02-23 23:06:25,-30.99,-71.36,62,3.7
2019-02-23 16:19:49,-19.67,-69.53,89,3.7
2019-02-23 02:47:21,-30.24,-71.29,68,3.9
2019-02-22 09:25:58,-30.78,-70.89,90,4.8
2019-02-22 05:12:01,-31.36,-71.28,71,3.8
2019-02-19 05:09:43,-28.0,-71.36,47,4.5
2019-02-18 21:16:01,-23.3,-70.87,49,3.7
2019-02-15 23:00:27,-30.59,-71.52,14,3.7
2019-02-15 09:16:19,-29.0,-70.17,120,3.9
2019-02-15 08:02:02,-30.0,-71.19,59,3.6
2019-02-15 07:00:06,-30.04,-71.21,61,4.4
2019-02-13 06:11:45,-31.64,-70.24,139,2.9
2019-02-12 14:13:07,-29.73,-71.35,54,4.3
2019-02-12 02:10:23,-20.27,-69.93,53,3.3
2019-02-10 21:00:37,-28.07,-70.58,90,4.2
2019-02-09 23:40:54,-22.83,-68.72,110,4.6
2019-02-07 21:03:24,-30.13,-71.26,60,4.3
2019-02-07 18:42:17,-37.24,-72.78,56,4.3
2019-02-07 08:14:42,-29.46,-71.54,29,3.0
2019-02-06 17:56:50,-19.89,-71.14,37,5.0
2019-02-05 20:00:06,-30.25,-71.25,70,3.9
2019-02-05 00:55:51,-23.0,-69.36,87,4.4
2019-02-04 07:25:46,-28.49,-70.48,111,4.0
2019-02-03 02:56:42,-31.41,-71.74,26,5.0
2019-01-31 19:49:50,-20.46,-69.0,102,4.0
2019-01-30 15:08:42,-20.25,-70.21,40,3.1
2019-01-30 07:44:43,-25.87,-70.62,54,5.5
2019-01-29 20:25:34,-30.75,-71.03,72,4.4
2019-01-29 11:02:55,-31.72,-71.3,56,4.0
2019-01-28 09:00:47,-35.62,-72.97,28,5.0
2019-01-28 06:46:20,-32.66,-71.58,53,4.1
2019-01-28 03:33:36,-29.68,-71.28,50,4.5
2019-01-27 09:52:24,-30.17,-71.28,70,3.9
2019-01-26 14:26:02,-19.17,-70.12,68,4.2
2019-01-26 07:48:55,-30.09,-71.29,71,3.8
2019-01-25 15:49:34,-33.55,-70.3,113,4.3
2019-01-25 08:29:18,-30.24,-71.33,66,4.0
2019-01-24 10:28:28,-30.17,-71.22,58,5.0
2019-01-24 08:06:10,-35.0,-71.81,49,4.1
2019-01-24 07:25:46,-30.12,-71.3,65,4.0
2019-01-22 16:19:26,-30.23,-71.24,59,4.3
2019-01-22 13:44:47,-30.21,-71.18,65,4.3
2019-01-22 09:15:25,-30.23,-71.22,60,4.0
2019-01-22 06:51:42,-30.14,-71.24,61,3.5
2019-01-22 00:41:20,-30.15,-71.25,61,4.5
2019-01-22 00:36:43,-30.22,-71.24,64,4.2
2019-01-21 20:27:34,-33.87,-70.36,116,4.6
2019-01-21 01:31:09,-30.15,-71.22,61,3.9
2019-01-20 10:07:48,-30.14,-71.23,66,3.7
2019-01-20 09:23:33,-29.97,-71.95,24,4.7
2019-01-20 05:51:16,-30.06,-71.24,62,3.8
2019-01-20 04:59:44,-30.14,-71.24,62,4.3
2019-01-20 03:27:19,-30.26,-71.24,60,3.9
2019-01-20 03:09:41,-30.16,-71.23,60,3.7
2019-01-20 02:46:57,-30.14,-71.27,63,3.4
2019-01-20 02:35:59,-30.09,-71.24,64,4.2
2019-01-20 02:27:19,-30.06,-71.29,70,3.7
2019-01-20 01:38:20,-30.27,-71.29,61,4.1
2019-01-20 01:32:51,-30.28,-71.36,50,6.7
2019-01-18 15:02:54,-30.77,-71.3,62,4.4
2019-01-18 12:34:09,-40.57,-73.05,51,4.0
2019-01-18 09:32:26,-29.76,-70.77,55,3.5
2019-01-17 13:58:58,-22.19,-68.86,95,4.2
2019-01-17 07:39:34,-33.32,-70.23,111,4.1
2019-01-14 20:14:48,-27.05,-70.16,98,3.9
2019-01-14 13:01:52,-41.6,-73.21,70,3.6
2019-01-14 11:16:00,-29.69,-71.59,31,3.8
2019-01-11 21:17:01,-39.7,-73.57,40,3.6
2019-01-09 20:05:17,-30.17,-71.68,54,4.2
2019-01-08 22:32:56,-20.59,-69.79,24,4.3
2019-01-07 13:43:31,-19.61,-69.13,104,4.9
2019-01-07 01:44:59,-25.42,-70.89,26,3.6
2019-01-06 20:25:38,-19.6,-69.67,102,5.0
2019-01-02 16:32:48,-25.48,-70.36,52,4.1
2018-12-31 17:26:01,-22.19,-68.72,114,4.5
2018-12-31 10:49:41,-31.82,-69.8,151,5.6
2018-12-31 07:54:55,-23.13,-69.12,89,4.1
2018-12-30 07:48:27,-19.62,-69.29,96,3.7
2018-12-29 13:57:19,-30.05,-71.14,75,4.1
2018-12-28 20:33:32,-19.91,-69.21,92,4.0
2018-12-24 20:55:58,-22.09,-68.9,98,4.7
2018-12-23 18:50:45,-27.58,-69.38,118,4.4
2018-12-23 12:46:16,-27.48,-70.25,96,4.3
2018-12-21 05:44:34,-37.8,-73.4,42,4.2
2018-12-21 01:38:33,-21.05,-68.94,103,4.6
2018-12-20 05:05:41,-19.96,-69.35,84,4.2
2018-12-17 19:39:13,-29.6,-71.27,52,3.6
2018-12-17 02:04:57,-21.69,-69.04,94,4.2
2018-12-16 16:27:22,-23.44,-69.36,89,5.0
2018-12-16 00:04:13,-30.65,-71.63,31,4.7
2018-12-15 12:12:49,-19.88,-71.01,35,4.7
2018-12-13 23:01:39,-23.2,-69.26,86,4.1
2018-12-13 04:04:29,-27.67,-69.29,111,4.8
2018-12-11 23:25:11,-30.57,-71.28,60,4.4
2018-12-11 17:55:06,-34.98,-71.13,101,4.6
2018-12-11 05:33:12,-20.99,-69.95,68,5.1
2018-12-10 16:27:43,-19.13,-70.42,30,4.0
2018-12-08 16:11:32,-33.31,-70.36,96,4.2
2018-12-07 09:44:18,-29.01,-70.36,97,4.8
2018-12-06 20:05:01,-34.77,-71.78,40,3.6
2018-12-06 05:24:14,-30.72,-71.41,50,4.6
2018-12-05 17:12:14,-33.69,-71.5,40,5.3
2018-12-05 16:04:21,-19.03,-69.89,38,3.6
2018-12-05 09:52:47,-30.32,-71.53,26,4.2
2018-12-02 11:04:17,-30.67,-71.84,34,4.4
2018-12-02 05:57:05,-36.94,-73.52,22,2.7
2018-12-01 23:55:24,-33.93,-72.47,36,5.2
2018-12-01 13:19:33,-30.72,-71.44,39,4.0
2018-12-01 08:56:15,-20.38,-69.97,53,2.8
2018-11-28 18:32:40,-33.7,-72.06,36,4.3
2018-11-28 10:53:48,-36.34,-72.95,20,2.8
2018-11-27 18:07:42,-29.56,-71.44,41,3.7
2018-11-27 17:22:45,-19.42,-69.22,110,4.4
2018-11-26 14:12:25,-39.86,-71.52,161,4.5
2018-11-21 11:42:59,-31.6,-71.44,47,4.9
2018-11-20 01:56:54,-29.87,-71.36,49,4.2
2018-11-17 16:51:09,-29.05,-71.27,56,3.8
2018-11-15 23:29:49,-25.14,-70.71,43,3.5
2018-11-15 06:46:01,-30.16,-71.23,78,4.0
2018-11-12 18:29:15,-21.11,-68.96,112,4.5
2018-11-10 07:53:37,-24.07,-69.05,115,4.7
2018-11-09 18:54:09,-30.68,-71.75,35,5.2
2018-11-08 11:57:32,-18.62,-70.52,39,4.0
2018-11-08 08:16:12,-27.87,-71.12,33,4.9
2018-11-08 07:33:44,-29.43,-71.17,52,3.8
2018-11-06 19:08:30,-29.79,-71.48,47,4.1
2018-11-06 18:07:36,-31.38,-72.41,18,4.2
2018-11-06 08:31:01,-19.73,-69.39,89,4.8
2018-11-02 14:06:54,-18.23,-70.03,105,3.9
2018-11-01 22:53:04,-27.22,-71.21,28,4.6
2018-11-01 22:19:52,-19.65,-69.41,101,6.3
2018-11-01 06:31:09,-22.29,-68.75,103,4.9
2018-10-31 07:05:25,-27.65,-70.35,76,3.7
2018-10-30 22:41:01,-25.14,-70.72,46,3.7
2018-10-30 05:42:59,-35.15,-72.06,18,3.7
2018-10-28 16:22:37,-27.49,-71.1,45,3.8
2018-10-27 15:46:44,-22.44,-68.68,110,4.6
2018-10-26 15:50:11,-35.64,-73.1,33,4.5
2018-10-26 12:03:24,-17.32,-70.07,128,4.8
2018-10-25 11:19:34,-30.64,-71.74,37,4.9
2018-10-22 22:25:41,-20.55,-69.09,100,4.1
2018-10-22 02:02:36,-32.65,-71.33,51,4.0
2018-10-19 03:20:27,-31.58,-71.45,46,3.5
2018-10-18 23:42:08,-22.62,-68.62,116,4.8
2018-10-18 15:47:53,-17.91,-70.02,107,4.7
2018-10-17 11:46:55,-23.39,-69.81,48,4.4
2018-10-16 23:53:17,-42.09,-72.85,88,4.1
2018-10-15 16:21:00,-27.78,-69.26,49,4.3
2018-10-13 19:47:21,-31.56,-71.5,45,3.6
2018-10-12 01:58:51,-34.73,-71.83,43,4.6
2018-10-11 02:28:31,-20.39,-69.93,55,3.3
2018-10-04 23:21:57,-22.9,-66.67,275,4.4
2018-10-02 12:11:42,-20.28,-69.3,89,4.1
2018-09-29 14:26:36,-19.0,-69.53,96,4.3
2018-09-28 22:02:56,-30.02,-71.74,32,4.3
2018-09-28 13:49:53,-30.3,-71.34,48,4.2
2018-09-26 19:13:02,-29.64,-70.64,102,4.1
2018-09-26 16:08:31,-30.11,-71.25,45,3.6
2018-09-23 12:30:02,-19.76,-69.56,28,3.5
2018-09-23 05:32:11,-24.36,-70.04,66,5.6
2018-09-22 19:30:36,-27.46,-70.87,48,3.9
2018-09-22 13:14:01,-26.07,-70.49,39,5.3
2018-09-19 18:42:22,-19.54,-70.38,56,5.2
2018-09-19 11:28:08,-39.8,-72.99,65,4.4
2018-09-18 23:50:10,-30.85,-71.33,42,4.1
2018-09-17 16:29:18,-22.77,-68.89,100,4.2
2018-09-16 14:15:11,-20.39,-69.98,40,3.4
2018-09-16 13:32:26,-20.4,-69.93,44,4.2
2018-09-16 12:46:44,-27.37,-70.84,47,3.6
2018-09-16 07:01:13,-18.83,-69.94,80,4.0
2018-09-14 18:46:51,-32.53,-71.59,29,4.1
2018-09-14 18:15:10,-32.52,-71.59,33,4.5
2018-09-14 11:20:03,-16.25,-71.74,141,5.5
2018-09-14 10:50:39,-19.26,-69.34,105,4.1
2018-09-13 21:18:03,-20.82,-69.44,90,3.8
2018-09-11 15:20:55,-31.43,-71.48,36,3.3
2018-09-10 18:14:05,-20.13,-70.02,54,3.7
2018-09-10 08:24:15,-28.82,-71.52,32,5.0
2018-09-09 07:00:18,-19.42,-69.44,98,3.6
2018-09-07 23:12:49,-30.43,-70.0,115,4.9
2018-09-07 02:39:17,-28.91,-70.17,97,6.1
2018-09-05 20:16:41,-34.38,-70.59,127,5.0
2018-09-04 20:10:30,-19.41,-69.27,109,4.0
2018-09-04 19:07:20,-29.36,-71.22,32,3.1
2018-09-04 00:20:08,-39.79,-71.76,142,4.7
2018-09-03 08:45:01,-20.64,-69.13,119,4.1
2018-09-02 18:12:11,-28.33,-70.51,79,4.5
2018-09-02 11:04:12,-29.39,-71.2,49,4.6
2018-09-01 20:51:38,-30.39,-71.61,42,4.0
2018-09-01 05:18:02,-29.08,-71.54,40,3.9
2018-08-31 13:25:00,-32.23,-70.49,106,5.2
2018-08-31 10:26:44,-31.81,-70.65,97,4.0
2018-08-30 21:43:39,-32.4,-71.23,56,5.0
2018-08-29 12:24:57,-20.72,-68.95,99,4.1
2018-08-28 12:37:24,-31.51,-71.7,24,3.1
2018-08-28 04:51:40,-29.7,-71.3,47,5.1
2018-08-27 09:16:03,-29.73,-71.48,57,5.1
2018-08-24 19:16:22,-27.55,-70.19,91,3.4
2018-08-24 09:04:07,-11.07,-70.79,624,7.1
2018-08-24 03:39:46,-22.19,-70.41,56,4.1
2018-08-23 09:44:03,-17.27,-69.66,178,4.9
2018-08-23 05:42:27,-21.29,-68.79,108,4.3
2018-08-22 23:15:35,-23.41,-69.55,70,4.2
2018-08-22 07:22:32,-30.71,-71.39,49,4.0
2018-08-18 19:11:20,-22.56,-66.5,297,4.0
2018-08-18 01:40:48,-32.27,-71.6,63,4.2
2018-08-17 10:27:23,-30.14,-71.59,37,3.7
2018-08-14 05:32:35,-19.62,-69.3,97,4.6
2018-08-12 05:13:43,-29.72,-71.3,53,4.2
2018-08-10 11:04:25,-29.37,-71.72,38,4.1
2018-08-10 07:06:05,-35.63,-71.49,87,4.0
2018-08-07 20:10:36,-38.3,-73.65,54,4.1
2018-08-05 21:35:21,-34.59,-71.7,41,4.1
2018-08-04 01:02:25,-19.64,-69.48,88,5.3
2018-08-03 14:45:41,-37.53,-73.83,26,4.1
2018-08-01 19:55:42,-20.4,-69.04,119,4.4
2018-08-01 06:19:05,-31.37,-72.13,44,4.7
2018-07-30 18:45:35,-34.76,-71.7,46,4.5
2018-07-30 10:21:40,-27.71,-71.49,30,4.8
2018-07-27 19:36:47,-31.43,-71.45,51,3.7
2018-07-27 18:53:41,-35.76,-73.0,28,4.2
2018-07-21 14:39:04,-22.25,-68.67,117,4.9
2018-07-21 12:49:22,-29.87,-71.61,36,4.4
2018-07-20 11:29:43,-27.61,-70.27,88,4.0
2018-07-16 18:34:41,-30.92,-71.28,60,4.1
2018-07-16 09:44:54,-32.63,-71.64,29,4.3
2018-07-15 07:22:37,-30.83,-71.39,55,4.1
2018-07-11 07:22:40,-19.92,-69.61,12,4.1
2018-07-08 15:29:38,-33.72,-71.29,55,4.0
2018-07-07 06:07:26,-22.71,-70.19,54,4.1
2018-07-06 23:47:51,-21.09,-68.91,112,4.2
2018-07-05 17:41:18,-36.47,-73.24,11,4.0
2018-07-05 07:47:37,-30.63,-71.67,40,4.0
2018-07-03 22:15:24,-20.84,-69.09,107,4.0
2018-07-03 04:28:45,-37.55,-73.0,25,4.4
2018-07-02 16:21:30,-36.8,-73.6,28,4.3
2018-07-02 12:58:30,-28.02,-71.19,35,4.0
2018-07-02 09:29:51,-23.22,-68.91,110,5.1
2018-07-02 02:45:32,-37.75,-72.74,40,4.3
2018-07-01 15:28:44,-31.24,-71.45,40,4.2
2018-07-01 11:58:03,-28.86,-71.15,44,4.4
2018-06-29 22:17:33,-30.64,-71.25,49,4.4
2018-06-28 22:31:21,-21.16,-69.01,116,4.0
2018-06-28 21:59:01,-31.16,-71.29,53,4.4
2018-06-26 04:32:11,-30.38,-71.69,38,4.8
2018-06-26 03:51:39,-18.61,-69.82,135,4.5
2018-06-26 02:05:18,-32.16,-71.73,35,4.6
2018-06-24 06:42:37,-31.92,-71.57,74,4.4
2018-06-23 15:27:33,-20.96,-69.01,105,4.1
2018-06-22 04:41:00,-28.79,-70.72,13,4.9
2018-06-22 01:41:56,-19.43,-70.34,53,4.4
2018-06-21 16:08:02,-24.25,-67.47,190,6.1
2018-06-21 06:17:26,-21.3,-69.86,46,4.0
2018-06-21 03:10:29,-30.38,-71.49,28,4.3
2018-06-20 08:45:24,-30.71,-71.4,49,4.1
2018-06-17 07:32:01,-26.76,-70.9,43,4.1
2018-06-15 14:01:47,-29.59,-71.3,60,4.3
2018-06-15 10:37:33,-20.04,-69.05,90,4.1
2018-06-14 05:25:04,-19.93,-69.42,107,4.4
2018-06-12 22:23:26,-20.78,-69.2,107,4.9
2018-06-07 11:35:35,-20.81,-69.06,115,4.3
2018-06-07 07:22:33,-20.87,-69.11,107,4.1
2018-06-03 20:48:28,-23.51,-69.25,107,4.4
2018-06-03 08:10:12,-21.92,-68.77,98,4.6
2018-06-03 04:58:53,-34.2,-72.23,31,4.3
2018-06-02 06:17:19,-38.27,-73.75,29,5.1
2018-06-01 07:34:13,-34.96,-71.65,49,4.2
2018-05-29 01:16:11,-20.17,-69.04,105,4.9
2018-05-28 20:59:35,-31.24,-68.96,150,5.2
2018-05-27 15:18:02,-31.3,-71.36,47,4.4
2018-05-23 14:11:59,-20.72,-69.18,99,4.0
2018-05-22 10:40:57,-21.29,-68.73,113,4.7
2018-05-22 07:10:05,-19.43,-69.21,113,4.3
2018-05-22 04:12:45,-41.38,-73.75,50,4.1
2018-05-21 13:44:58,-30.27,-71.62,33,4.2
2018-05-19 06:43:40,-32.2,-71.38,40,4.8
2018-05-11 21:57:42,-32.79,-71.76,29,4.5
2018-05-11 20:52:35,-29.93,-71.63,40,4.0
2018-05-06 02:44:20,-34.29,-72.26,35,5.0
2018-05-04 20:25:33,-29.82,-71.38,49,5.0
2018-05-02 16:09:54,-33.26,-70.11,110,5.1
2018-05-02 09:15:18,-20.14,-69.17,95,4.7
2018-04-26 05:32:48,-30.62,-71.17,56,5.3
2018-04-25 14:24:56,-32.5,-71.56,67,4.0
2018-04-24 07:58:13,-21.78,-68.48,140,4.6
2018-04-23 06:00:35,-22.37,-68.65,107,5.0
2018-04-21 07:52:55,-27.25,-69.27,115,4.4
2018-04-19 16:52:18,-32.75,-71.11,58,4.1
2018-04-19 10:21:13,-20.17,-69.4,85,4.1
2018-04-17 13:46:05,-21.46,-68.81,103,5.0
2018-04-17 05:58:01,-34.06,-70.48,106,4.5
2018-04-16 12:31:33,-29.85,-71.7,27,4.5
2018-04-15 13:16:02,-28.98,-70.2,115,4.5
2018-04-14 05:35:28,-28.36,-70.21,96,4.0
2018-04-14 04:04:40,-31.77,-71.61,37,4.6
2018-04-10 10:19:33,-31.0,-71.54,74,6.2
2018-04-06 17:58:48,-34.47,-72.54,39,4.0
2018-04-05 16:38:04,-28.16,-70.65,68,4.3
2018-04-05 11:12:12,-20.29,-70.53,46,5.4
2018-04-05 06:32:43,-42.62,-73.93,36,5.0
2018-04-02 22:37:12,-31.66,-71.72,43,4.7
2018-04-02 13:36:16,-30.36,-71.38,41,4.0
2018-03-30 23:07:29,-20.65,-68.9,105,4.1
2018-03-30 07:23:54,-30.68,-71.69,36,4.4
2018-03-27 20:06:07,-21.52,-70.01,78,4.0
2018-03-26 06:01:49,-24.73,-69.49,88,4.6
2018-03-24 02:51:08,-25.69,-69.06,115,4.7
2018-03-23 12:27:11,-31.3,-71.19,67,4.2
2018-03-22 08:03:36,-21.41,-68.72,119,4.6
2018-03-19 16:36:20,-27.49,-69.92,99,4.4
2018-03-19 12:51:17,-32.39,-69.75,149,5.1
2018-03-19 09:03:59,-32.71,-71.63,32,4.0
2018-03-18 09:46:59,-21.56,-69.57,18,4.0
2018-03-18 08:06:15,-28.88,-71.29,40,4.0
2018-03-17 20:34:22,-18.79,-69.15,122,4.8
2018-03-17 07:30:46,-23.36,-69.19,94,4.4
2018-03-10 16:01:59,-19.96,-70.09,50,4.0
2018-03-10 05:00:37,-27.19,-70.23,90,4.4
2018-03-09 20:57:56,-31.84,-71.98,30,4.5
2018-03-08 16:41:58,-22.94,-69.13,109,4.8
2018-03-08 10:37:00,-33.51,-70.13,120,4.2
2018-03-07 22:33:01,-30.7,-71.36,52,4.8
2018-03-06 02:59:09,-29.02,-71.5,35,4.4
2018-03-04 16:16:32,-20.45,-68.65,126,5.1
2018-03-04 15:36:23,-30.87,-71.17,58,4.7
2018-03-04 14:06:55,-31.04,-71.36,63,4.3
2018-03-02 11:27:32,-34.38,-70.52,99,4.3
2018-02-26 23:31:45,-28.38,-67.55,139,4.9
2018-02-25 19:58:50,-37.72,-73.03,45,4.5
2018-02-25 00:21:54,-31.59,-71.46,50,4.0
